Year	Vote from	Vote to	Point	Jury	Public
2005	Serbia & Montenegro	Norway	2		
2005	Serbia & Montenegro	Romania	3		
2005	Slovenia	Bosnia & Herzegovina	8		
2005	Slovenia	Croatia	12		
2005	Slovenia	Greek	2		
2005	Slovenia	Latvia	7		
2005	Slovenia	Malta	1		
2005	Slovenia	Moldova	3		
2005	Slovenia	North Macedonia	5		
2005	Slovenia	Norway	4		
2005	Slovenia	Serbia & Montenegro	10		
2005	Slovenia	Switzerland	6		
2005	Spain	Denmark	10		
2005	Spain	Greek	8		
2005	Spain	Hungary	5		
2005	Spain	Israel	6		
2005	Spain	Malta	7		
2005	Spain	Moldova	4		
2005	Spain	Norway	3		
2005	Spain	Romania	12		
2005	Spain	Sweden	2		
2005	Spain	Ukrania	1		
2005	Sweden	Bosnia & Herzegovina	7		
2005	Sweden	Denmark	10		
2005	Sweden	Greek	12		
2005	Sweden	Israel	1		
2005	Sweden	Latvia	3		
2005	Sweden	Malta	6		
2005	Sweden	Norway	8		
2005	Sweden	Romania	2		
2005	Sweden	Serbia & Montenegro	4		
2005	Sweden	Switzerland	5		
2005	Switzerland	Albania	10		
2005	Switzerland	Bosnia & Herzegovina	5		
2005	Switzerland	Croatia	8		
2005	Switzerland	Greek	7		
2005	Switzerland	Israel	1		
2005	Switzerland	Malta	3		
2005	Switzerland	North Macedonia	2		
2005	Switzerland	Serbia & Montenegro	12		
2005	Switzerland	Spain	4		
2005	Switzerland	Turkey	6		
2005	Turkey	Albania	2		
2005	Turkey	Bosnia & Herzegovina	10		
2005	Turkey	Great Britain	1		
2005	Turkey	Greek	12		
2005	Turkey	Hungary	6		
2005	Turkey	Israel	3		
2005	Turkey	Malta	8		
2005	Turkey	Moldova	7		
2005	Turkey	North Macedonia	5		
2005	Turkey	Romania	4		
2005	Ukrania	Croatia	8		
2005	Ukrania	Hungary	2		
2005	Ukrania	Israel	7		
2005	Ukrania	Latvia	1		
2005	Ukrania	Malta	10		
2005	Ukrania	Moldova	12		
2005	Ukrania	Norway	6		
2005	Ukrania	Russia	4		
2005	Ukrania	Serbia & Montenegro	3		
2005	Ukrania	Switzerland	5		
2006	Albania	Bosnia & Herzegovina	12		
2006	Albania	Germany	5		
2006	Albania	Greek	8		
2006	Albania	Malta	1		
2006	Albania	North Macedonia	3		
2006	Albania	Romania	2		
2006	Albania	Russia	4		
2006	Albania	Spain	6		
2006	Albania	Sweden	10		
2006	Albania	Turkey	7		
2006	Andorra	Finnland	10		
2006	Andorra	Great Britain	2		
2006	Andorra	Greek	1		
2006	Andorra	Ireland	4		
2006	Andorra	Lithuania	7		
2006	Andorra	Romania	3		
2006	Andorra	Russia	6		
2006	Andorra	Spain	12		
2006	Andorra	Sweden	8		
2006	Andorra	Ukrania	5		
2006	Armenia	Bosnia & Herzegovina	5		
2006	Armenia	France	2		
2006	Armenia	Greek	8		
2006	Armenia	Ireland	3		
2006	Armenia	North Macedonia	7		
2006	Armenia	Norway	1		
2006	Armenia	Romania	4		
2006	Armenia	Russia	12		
2006	Armenia	Sweden	6		
2006	Armenia	Ukrania	10		
2006	Belarus	Armenia	8		
2006	Belarus	Bosnia & Herzegovina	4		
2006	Belarus	Finnland	7		
2006	Belarus	Greek	2		
2006	Belarus	Lithuania	6		
2006	Belarus	Norway	1		
2006	Belarus	Romania	3		
2006	Belarus	Russia	12		
2006	Belarus	Sweden	5		
2006	Belarus	Ukrania	10		
2006	Belgium	Armenia	12		
2006	Belgium	Bosnia & Herzegovina	6		
2006	Belgium	Finnland	8		
2006	Belgium	Germany	1		
2006	Belgium	Greek	10		
2006	Belgium	Lithuania	4		
2006	Belgium	Romania	2		
2006	Belgium	Russia	3		
2006	Belgium	Sweden	5		
2006	Belgium	Turkey	7		
2006	Bosnia & Herzegovina	Croatia	12		
2006	Bosnia & Herzegovina	Finnland	7		
2006	Bosnia & Herzegovina	Greek	1		
2006	Bosnia & Herzegovina	North Macedonia	8		
2006	Bosnia & Herzegovina	Romania	2		
2006	Bosnia & Herzegovina	Russia	6		
2006	Bosnia & Herzegovina	Sweden	3		
2006	Bosnia & Herzegovina	Switzerland	4		
2006	Bosnia & Herzegovina	Turkey	10		
2006	Bosnia & Herzegovina	Ukrania	5		
2006	Bulgaria	Armenia	8		
2006	Bulgaria	Bosnia & Herzegovina	7		
2006	Bulgaria	Finnland	5		
2006	Bulgaria	Greek	12		
2006	Bulgaria	Lithuania	1		
2006	Bulgaria	North Macedonia	6		
2006	Bulgaria	Romania	2		
2006	Bulgaria	Russia	10		
2006	Bulgaria	Turkey	4		
2006	Bulgaria	Ukrania	3		
2006	Croatia	Bosnia & Herzegovina	12		
2006	Croatia	Finnland	10		
2006	Croatia	Great Britain	1		
2006	Croatia	Ireland	2		
2006	Croatia	Lithuania	6		
2006	Croatia	North Macedonia	8		
2006	Croatia	Romania	5		
2006	Croatia	Russia	7		
2006	Croatia	Sweden	3		
2006	Croatia	Ukrania	4		
2006	Cyprus	Armenia	7		
2006	Cyprus	Bosnia & Herzegovina	2		
2006	Cyprus	Finnland	5		
2006	Cyprus	Great Britain	1		
2006	Cyprus	Greek	12		
2006	Cyprus	Lithuania	4		
2006	Cyprus	Romania	10		
2006	Cyprus	Russia	8		
2006	Cyprus	Switzerland	3		
2006	Cyprus	Ukrania	6		
2006	Denmark	Bosnia & Herzegovina	8		
2006	Denmark	Finnland	12		
2006	Denmark	Germany	3		
2006	Denmark	Great Britain	4		
2006	Denmark	Ireland	5		
2006	Denmark	Lithuania	7		
2006	Denmark	Norway	1		
2006	Denmark	Romania	6		
2006	Denmark	Russia	2		
2006	Denmark	Sweden	10		
2006	Estonia	Denmark	1		
2006	Estonia	Finnland	12		
2006	Estonia	Great Britain	2		
2006	Estonia	Ireland	6		
2006	Estonia	Latvia	3		
2006	Estonia	Lithuania	8		
2006	Estonia	Romania	4		
2006	Estonia	Russia	10		
2006	Estonia	Sweden	7		
2006	Estonia	Ukrania	5		
2006	Finnland	Bosnia & Herzegovina	10		
2006	Finnland	Denmark	3		
2006	Finnland	Greek	1		
2006	Finnland	Ireland	4		
2006	Finnland	Lithuania	8		
2006	Finnland	Norway	5		
2006	Finnland	Romania	6		
2006	Finnland	Russia	12		
2006	Finnland	Sweden	7		
2006	Finnland	Ukrania	2		
2006	France	Armenia	10		
2006	France	Bosnia & Herzegovina	6		
2006	France	Finnland	8		
2006	France	Greek	5		
2006	France	Ireland	1		
2006	France	Israel	4		
2006	France	Romania	7		
2006	France	Russia	2		
2006	France	Sweden	3		
2006	France	Turkey	12		
2006	Germany	Armenia	3		
2006	Germany	Bosnia & Herzegovina	7		
2006	Germany	Croatia	2		
2006	Germany	Finnland	10		
2006	Germany	Greek	8		
2006	Germany	Ireland	4		
2006	Germany	Lithuania	1		
2006	Germany	Romania	5		
2006	Germany	Russia	6		
2006	Germany	Turkey	12		
2006	Great Britain	Finnland	12		
2006	Great Britain	Germany	5		
2006	Great Britain	Greek	7		
2006	Great Britain	Ireland	8		
2006	Great Britain	Latvia	2		
2006	Great Britain	Lithuania	10		
2006	Great Britain	Romania	6		
2006	Great Britain	Russia	1		
2006	Great Britain	Sweden	4		
2006	Great Britain	Turkey	3		
2006	Greek	Armenia	10		
2006	Greek	Bosnia & Herzegovina	6		
2006	Greek	Finnland	12		
2006	Greek	Lithuania	4		
2006	Greek	Moldova	1		
2006	Greek	Norway	2		
2006	Greek	Romania	7		
2006	Greek	Russia	8		
2006	Greek	Turkey	3		
2006	Greek	Ukrania	5		
2006	Iceland	Bosnia & Herzegovina	3		
2006	Iceland	Denmark	8		
2006	Iceland	Finnland	12		
2006	Iceland	Ireland	1		
2006	Iceland	Lithuania	10		
2006	Iceland	Norway	4		
2006	Iceland	Romania	2		
2006	Iceland	Russia	5		
2006	Iceland	Sweden	7		
2006	Iceland	Ukrania	6		
2006	Ireland	Bosnia & Herzegovina	2		
2006	Ireland	Finnland	10		
2006	Ireland	Germany	3		
2006	Ireland	Great Britain	8		
2006	Ireland	Latvia	4		
2006	Ireland	Lithuania	12		
2006	Ireland	Romania	6		
2006	Ireland	Russia	5		
2006	Ireland	Sweden	7		
2006	Ireland	Ukrania	1		
2006	Israel	Armenia	8		
2006	Israel	Bosnia & Herzegovina	2		
2006	Israel	Finnland	7		
2006	Israel	Lithuania	3		
2006	Israel	Romania	10		
2006	Israel	Russia	12		
2006	Israel	Sweden	5		
2006	Israel	Switzerland	4		
2006	Israel	Turkey	1		
2006	Israel	Ukrania	6		
2006	Latvia	Finnland	8		
2006	Latvia	Germany	3		
2006	Latvia	Great Britain	1		
2006	Latvia	Ireland	4		
2006	Latvia	Lithuania	10		
2006	Latvia	Norway	6		
2006	Latvia	Romania	2		
2006	Latvia	Russia	12		
2006	Latvia	Sweden	7		
2006	Latvia	Ukrania	5		
2006	Lithuania	Armenia	2		
2006	Lithuania	Bosnia & Herzegovina	4		
2006	Lithuania	Finnland	10		
2006	Lithuania	Greek	3		
2006	Lithuania	Ireland	6		
2006	Lithuania	Latvia	8		
2006	Lithuania	Romania	1		
2006	Lithuania	Russia	12		
2006	Lithuania	Sweden	5		
2006	Lithuania	Ukrania	7		
2006	Malta	Finnland	7		
2006	Malta	Great Britain	3		
2006	Malta	Greek	8		
2006	Malta	Ireland	4		
2006	Malta	Lithuania	1		
2006	Malta	Romania	10		
2006	Malta	Russia	5		
2006	Malta	Sweden	6		
2006	Malta	Switzerland	12		
2006	Malta	Ukrania	2		
2006	Moldova	Armenia	7		
2006	Moldova	Bosnia & Herzegovina	5		
2006	Moldova	Finnland	6		
2006	Moldova	Greek	1		
2006	Moldova	Lithuania	4		
2006	Moldova	Norway	3		
2006	Moldova	Romania	12		
2006	Moldova	Russia	10		
2006	Moldova	Sweden	2		
2006	Moldova	Ukrania	8		
2006	Monaco	Bosnia & Herzegovina	12		
2006	Monaco	Croatia	4		
2006	Monaco	France	3		
2006	Monaco	Ireland	10		
2006	Monaco	Latvia	8		
2006	Monaco	Lithuania	7		
2006	Monaco	Norway	1		
2006	Monaco	Sweden	5		
2006	Monaco	Switzerland	6		
2006	Monaco	Ukrania	2		
2006	Netherlands	Armenia	10		
2006	Netherlands	Bosnia & Herzegovina	8		
2006	Netherlands	Finnland	7		
2006	Netherlands	Germany	3		
2006	Netherlands	Greek	5		
2006	Netherlands	Ireland	4		
2006	Netherlands	Lithuania	6		
2006	Netherlands	Russia	2		
2006	Netherlands	Turkey	12		
2006	Netherlands	Ukrania	1		
2006	North Macedonia	Bosnia & Herzegovina	12		
2006	North Macedonia	Croatia	10		
2006	North Macedonia	Finnland	6		
2006	North Macedonia	Greek	7		
2006	North Macedonia	Lithuania	3		
2006	North Macedonia	Romania	2		
2006	North Macedonia	Russia	8		
2006	North Macedonia	Sweden	1		
2006	North Macedonia	Turkey	4		
2006	North Macedonia	Ukrania	5		
2006	Norway	Bosnia & Herzegovina	8		
2006	Norway	Denmark	6		
2006	Norway	Finnland	12		
2006	Norway	Germany	1		
2006	Norway	Great Britain	2		
2006	Norway	Ireland	7		
2006	Norway	Lithuania	5		
2006	Norway	Romania	4		
2006	Norway	Russia	3		
2006	Norway	Sweden	10		
2006	Poland	Armenia	5		
2006	Poland	Bosnia & Herzegovina	4		
2006	Poland	Finnland	12		
2006	Poland	Great Britain	1		
2006	Poland	Ireland	2		
2006	Poland	Lithuania	8		
2006	Poland	Romania	3		
2006	Poland	Russia	10		
2006	Poland	Sweden	7		
2006	Poland	Ukrania	6		
2006	Portugal	Bosnia & Herzegovina	2		
2006	Portugal	Finnland	6		
2006	Portugal	Ireland	5		
2006	Portugal	Lithuania	4		
2006	Portugal	Moldova	3		
2006	Portugal	Romania	10		
2006	Portugal	Russia	7		
2006	Portugal	Sweden	8		
2006	Portugal	Switzerland	1		
2006	Portugal	Ukrania	12		
2006	Romania	Armenia	1		
2006	Romania	Bosnia & Herzegovina	7		
2006	Romania	Finnland	4		
2006	Romania	Greek	10		
2006	Romania	Ireland	2		
2006	Romania	Moldova	12		
2006	Romania	Russia	8		
2006	Romania	Sweden	5		
2006	Romania	Turkey	6		
2006	Romania	Ukrania	3		
2006	Russia	Armenia	12		
2006	Russia	Bosnia & Herzegovina	6		
2006	Russia	Finnland	8		
2006	Russia	Latvia	1		
2006	Russia	Lithuania	5		
2006	Russia	Moldova	3		
2006	Russia	Norway	7		
2006	Russia	Romania	4		
2006	Russia	Sweden	2		
2006	Russia	Ukrania	10		
2006	Serbia & Montenegro	Bosnia & Herzegovina	12		
2006	Serbia & Montenegro	Croatia	10		
2006	Serbia & Montenegro	Finnland	7		
2006	Serbia & Montenegro	Greek	6		
2006	Serbia & Montenegro	Lithuania	3		
2006	Serbia & Montenegro	North Macedonia	8		
2006	Serbia & Montenegro	Romania	4		
2006	Serbia & Montenegro	Russia	5		
2006	Serbia & Montenegro	Sweden	1		
2006	Serbia & Montenegro	Ukrania	2		
2006	Slovenia	Bosnia & Herzegovina	12		
2006	Slovenia	Croatia	10		
2006	Slovenia	Finnland	8		
2006	Slovenia	Ireland	1		
2006	Slovenia	Lithuania	3		
2006	Slovenia	North Macedonia	6		
2006	Slovenia	Romania	5		
2006	Slovenia	Russia	4		
2006	Slovenia	Sweden	7		
2006	Slovenia	Ukrania	2		
2006	Spain	Armenia	8		
2006	Spain	Bosnia & Herzegovina	1		
2006	Spain	Finnland	10		
2006	Spain	Germany	5		
2006	Spain	Lithuania	4		
2006	Spain	Moldova	2		
2006	Spain	Romania	12		
2006	Spain	Russia	7		
2006	Spain	Sweden	6		
2006	Spain	Ukrania	3		
2006	Sweden	Bosnia & Herzegovina	10		
2006	Sweden	Denmark	8		
2006	Sweden	Finnland	12		
2006	Sweden	Greek	4		
2006	Sweden	Ireland	5		
2006	Sweden	Lithuania	3		
2006	Sweden	Norway	2		
2006	Sweden	Romania	6		
2006	Sweden	Russia	7		
2006	Sweden	Ukrania	1		
2006	Switzerland	Bosnia & Herzegovina	12		
2006	Switzerland	Croatia	6		
2006	Switzerland	Finnland	8		
2006	Switzerland	Germany	7		
2006	Switzerland	Greek	5		
2006	Switzerland	Ireland	3		
2006	Switzerland	North Macedonia	4		
2006	Switzerland	Romania	1		
2006	Switzerland	Sweden	2		
2006	Switzerland	Turkey	10		
2006	Turkey	Armenia	10		
2006	Turkey	Bosnia & Herzegovina	12		
2006	Turkey	Croatia	2		
2006	Turkey	Finnland	7		
2006	Turkey	Greek	4		
2006	Turkey	Moldova	1		
2006	Turkey	North Macedonia	6		
2006	Turkey	Romania	3		
2006	Turkey	Russia	5		
2006	Turkey	Ukrania	8		
2006	Ukrania	Armenia	8		
2006	Ukrania	Bosnia & Herzegovina	10		
2006	Ukrania	Finnland	7		
2006	Ukrania	Ireland	2		
2006	Ukrania	Latvia	4		
2006	Ukrania	Lithuania	5		
2006	Ukrania	Norway	3		
2006	Ukrania	Romania	1		
2006	Ukrania	Russia	12		
2006	Ukrania	Sweden	6		
2007	Albania	Belarus	2		
2007	Albania	Bosnia & Herzegovina	8		
2007	Albania	France	4		
2007	Albania	Germany	6		
2007	Albania	Greek	7		
2007	Albania	Ireland	5		
2007	Albania	North Macedonia	3		
2007	Albania	Serbia	1		
2007	Albania	Spain	12		
2007	Albania	Turkey	10		
2007	Andorra	Finnland	7		
2007	Andorra	France	8		
2007	Andorra	Germany	5		
2007	Andorra	Hungary	6		
2007	Andorra	Lithuania	1		
2007	Andorra	Moldova	4		
2007	Andorra	Romania	10		
2007	Andorra	Russia	3		
2007	Andorra	Sweden	2		
2007	Andorra	Ukrania	12		
2007	Armenia	Belarus	10		
2007	Armenia	Bosnia & Herzegovina	1		
2007	Armenia	Bulgaria	4		
2007	Armenia	France	2		
2007	Armenia	Georgia	5		
2007	Armenia	Greek	8		
2007	Armenia	Moldova	3		
2007	Armenia	Russia	12		
2007	Armenia	Serbia	7		
2007	Armenia	Ukrania	6		
2007	Austria	Armenia	5		
2007	Austria	Bosnia & Herzegovina	8		
2007	Austria	Bulgaria	6		
2007	Austria	Germany	7		
2007	Austria	Hungary	2		
2007	Austria	North Macedonia	1		
2007	Austria	Romania	3		
2007	Austria	Serbia	12		
2007	Austria	Turkey	10		
2007	Austria	Ukrania	4		
2007	Belarus	Armenia	5		
2007	Belarus	Finnland	1		
2007	Belarus	Georgia	6		
2007	Belarus	Greek	3		
2007	Belarus	Lithuania	2		
2007	Belarus	Moldova	8		
2007	Belarus	Russia	12		
2007	Belarus	Serbia	7		
2007	Belarus	Slovenia	4		
2007	Belarus	Ukrania	10		
2007	Belgium	Armenia	10		
2007	Belgium	Bulgaria	4		
2007	Belgium	Georgia	6		
2007	Belgium	Greek	8		
2007	Belgium	Hungary	5		
2007	Belgium	Serbia	7		
2007	Belgium	Slovenia	2		
2007	Belgium	Spain	3		
2007	Belgium	Turkey	12		
2007	Belgium	Ukrania	1		
2007	Bosnia & Herzegovina	Belarus	4		
2007	Bosnia & Herzegovina	Bulgaria	6		
2007	Bosnia & Herzegovina	Georgia	1		
2007	Bosnia & Herzegovina	Greek	3		
2007	Bosnia & Herzegovina	North Macedonia	8		
2007	Bosnia & Herzegovina	Russia	2		
2007	Bosnia & Herzegovina	Serbia	12		
2007	Bosnia & Herzegovina	Slovenia	7		
2007	Bosnia & Herzegovina	Turkey	10		
2007	Bosnia & Herzegovina	Ukrania	5		
2007	Bulgaria	Armenia	8		
2007	Bulgaria	Belarus	1		
2007	Bulgaria	Greek	12		
2007	Bulgaria	Moldova	4		
2007	Bulgaria	North Macedonia	10		
2007	Bulgaria	Romania	2		
2007	Bulgaria	Russia	5		
2007	Bulgaria	Serbia	6		
2007	Bulgaria	Turkey	7		
2007	Bulgaria	Ukrania	3		
2007	Croatia	Bosnia & Herzegovina	10		
2007	Croatia	Bulgaria	6		
2007	Croatia	Georgia	2		
2007	Croatia	Hungary	4		
2007	Croatia	Latvia	1		
2007	Croatia	North Macedonia	8		
2007	Croatia	Russia	3		
2007	Croatia	Serbia	12		
2007	Croatia	Slovenia	7		
2007	Croatia	Ukrania	5		
2007	Cyprus	Armenia	8		
2007	Cyprus	Belarus	6		
2007	Cyprus	Bulgaria	10		
2007	Cyprus	Georgia	1		
2007	Cyprus	Greek	12		
2007	Cyprus	Moldova	2		
2007	Cyprus	Romania	5		
2007	Cyprus	Russia	7		
2007	Cyprus	Serbia	3		
2007	Cyprus	Ukrania	4		
2007	Czech Republic	Armenia	10		
2007	Czech Republic	Belarus	2		
2007	Czech Republic	Bosnia & Herzegovina	4		
2007	Czech Republic	Bulgaria	7		
2007	Czech Republic	Georgia	1		
2007	Czech Republic	Greek	3		
2007	Czech Republic	North Macedonia	5		
2007	Czech Republic	Russia	6		
2007	Czech Republic	Serbia	8		
2007	Czech Republic	Ukrania	12		
2007	Denmark	Bosnia & Herzegovina	7		
2007	Denmark	Finnland	4		
2007	Denmark	Germany	5		
2007	Denmark	Greek	1		
2007	Denmark	Hungary	8		
2007	Denmark	Russia	2		
2007	Denmark	Serbia	6		
2007	Denmark	Sweden	12		
2007	Denmark	Turkey	10		
2007	Denmark	Ukrania	3		
2007	Estonia	Belarus	7		
2007	Estonia	Bulgaria	1		
2007	Estonia	Finnland	6		
2007	Estonia	France	2		
2007	Estonia	Georgia	5		
2007	Estonia	Germany	3		
2007	Estonia	Hungary	4		
2007	Estonia	Latvia	10		
2007	Estonia	Russia	12		
2007	Estonia	Ukrania	8		
2007	Finnland	Bulgaria	5		
2007	Finnland	Georgia	7		
2007	Finnland	Germany	1		
2007	Finnland	Hungary	10		
2007	Finnland	Moldova	2		
2007	Finnland	Russia	3		
2007	Finnland	Serbia	12		
2007	Finnland	Sweden	8		
2007	Finnland	Turkey	4		
2007	Finnland	Ukrania	6		
2007	France	Armenia	10		
2007	France	Bosnia & Herzegovina	1		
2007	France	Bulgaria	5		
2007	France	Greek	3		
2007	France	Romania	7		
2007	France	Russia	2		
2007	France	Serbia	8		
2007	France	Spain	6		
2007	France	Turkey	12		
2007	France	Ukrania	4		
2007	Georgia	Armenia	12		
2007	Georgia	Belarus	8		
2007	Georgia	Greek	4		
2007	Georgia	Hungary	5		
2007	Georgia	Moldova	3		
2007	Georgia	North Macedonia	1		
2007	Georgia	Russia	7		
2007	Georgia	Serbia	6		
2007	Georgia	Turkey	2		
2007	Georgia	Ukrania	10		
2007	Germany	Armenia	2		
2007	Germany	Bosnia & Herzegovina	3		
2007	Germany	Bulgaria	4		
2007	Germany	Finnland	1		
2007	Germany	Greek	10		
2007	Germany	Hungary	7		
2007	Germany	Russia	6		
2007	Germany	Serbia	8		
2007	Germany	Turkey	12		
2007	Germany	Ukrania	5		
2007	Great Britain	Bulgaria	5		
2007	Great Britain	Germany	1		
2007	Great Britain	Greek	10		
2007	Great Britain	Hungary	2		
2007	Great Britain	Latvia	4		
2007	Great Britain	Lithuania	3		
2007	Great Britain	Russia	6		
2007	Great Britain	Sweden	7		
2007	Great Britain	Turkey	12		
2007	Great Britain	Ukrania	8		
2007	Greek	Armenia	6		
2007	Greek	Belarus	5		
2007	Greek	Bulgaria	12		
2007	Greek	Georgia	3		
2007	Greek	Moldova	10		
2007	Greek	Romania	2		
2007	Greek	Russia	8		
2007	Greek	Serbia	4		
2007	Greek	Spain	1		
2007	Greek	Ukrania	7		
2007	Hungary	Belarus	4		
2007	Hungary	Bulgaria	10		
2007	Hungary	Georgia	2		
2007	Hungary	Greek	7		
2007	Hungary	Moldova	5		
2007	Hungary	Romania	8		
2007	Hungary	Russia	6		
2007	Hungary	Serbia	12		
2007	Hungary	Turkey	1		
2007	Hungary	Ukrania	3		
2007	Iceland	Belarus	4		
2007	Iceland	Finnland	12		
2007	Iceland	Germany	2		
2007	Iceland	Greek	5		
2007	Iceland	Hungary	8		
2007	Iceland	Russia	1		
2007	Iceland	Serbia	7		
2007	Iceland	Sweden	10		
2007	Iceland	Turkey	3		
2007	Iceland	Ukrania	6		
2007	Ireland	Georgia	1		
2007	Ireland	Great Britain	7		
2007	Ireland	Hungary	5		
2007	Ireland	Latvia	10		
2007	Ireland	Lithuania	12		
2007	Ireland	Moldova	2		
2007	Ireland	Romania	3		
2007	Ireland	Russia	6		
2007	Ireland	Serbia	4		
2007	Ireland	Ukrania	8		
2007	Israel	Armenia	5		
2007	Israel	Belarus	12		
2007	Israel	Georgia	6		
2007	Israel	Greek	1		
2007	Israel	Moldova	4		
2007	Israel	Romania	7		
2007	Israel	Russia	8		
2007	Israel	Serbia	3		
2007	Israel	Spain	2		
2007	Israel	Ukrania	10		
2007	Latvia	Belarus	8		
2007	Latvia	Bulgaria	2		
2007	Latvia	Georgia	6		
2007	Latvia	Hungary	5		
2007	Latvia	Lithuania	10		
2007	Latvia	Romania	1		
2007	Latvia	Russia	7		
2007	Latvia	Serbia	3		
2007	Latvia	Slovenia	4		
2007	Latvia	Ukrania	12		
2007	Lithuania	Belarus	7		
2007	Lithuania	Finnland	5		
2007	Lithuania	France	3		
2007	Lithuania	Georgia	12		
2007	Lithuania	Hungary	4		
2007	Lithuania	Latvia	10		
2007	Lithuania	Moldova	2		
2007	Lithuania	Russia	6		
2007	Lithuania	Slovenia	1		
2007	Lithuania	Ukrania	8		
2007	Malta	Belarus	10		
2007	Malta	Bulgaria	7		
2007	Malta	Great Britain	12		
2007	Malta	Hungary	1		
2007	Malta	Latvia	4		
2007	Malta	Russia	6		
2007	Malta	Serbia	8		
2007	Malta	Slovenia	5		
2007	Malta	Spain	2		
2007	Malta	Ukrania	3		
2007	Moldova	Armenia	2		
2007	Moldova	Belarus	10		
2007	Moldova	Bulgaria	3		
2007	Moldova	Georgia	4		
2007	Moldova	Greek	6		
2007	Moldova	Romania	12		
2007	Moldova	Russia	8		
2007	Moldova	Serbia	5		
2007	Moldova	Turkey	1		
2007	Moldova	Ukrania	7		
2007	Montenegro	Belarus	3		
2007	Montenegro	Bosnia & Herzegovina	7		
2007	Montenegro	Bulgaria	5		
2007	Montenegro	North Macedonia	10		
2007	Montenegro	Russia	6		
2007	Montenegro	Serbia	12		
2007	Montenegro	Slovenia	8		
2007	Montenegro	Spain	4		
2007	Montenegro	Turkey	1		
2007	Montenegro	Ukrania	2		
2007	Netherlands	Armenia	10		
2007	Netherlands	Bosnia & Herzegovina	7		
2007	Netherlands	Georgia	2		
2007	Netherlands	Germany	6		
2007	Netherlands	Greek	5		
2007	Netherlands	Hungary	4		
2007	Netherlands	Latvia	3		
2007	Netherlands	Serbia	8		
2007	Netherlands	Turkey	12		
2007	Netherlands	Ukrania	1		
2007	North Macedonia	Belarus	7		
2007	North Macedonia	Bosnia & Herzegovina	4		
2007	North Macedonia	Bulgaria	8		
2007	North Macedonia	Greek	3		
2007	North Macedonia	Moldova	1		
2007	North Macedonia	Russia	5		
2007	North Macedonia	Serbia	12		
2007	North Macedonia	Slovenia	6		
2007	North Macedonia	Turkey	10		
2007	North Macedonia	Ukrania	2		
2007	Norway	Bosnia & Herzegovina	6		
2007	Norway	Finnland	4		
2007	Norway	Hungary	8		
2007	Norway	Latvia	3		
2007	Norway	Moldova	1		
2007	Norway	Russia	5		
2007	Norway	Serbia	10		
2007	Norway	Sweden	12		
2007	Norway	Turkey	7		
2007	Norway	Ukrania	2		
2007	Poland	Armenia	10		
2007	Poland	Belarus	7		
2007	Poland	Georgia	5		
2007	Poland	Hungary	2		
2007	Poland	Latvia	1		
2007	Poland	Moldova	6		
2007	Poland	Russia	3		
2007	Poland	Serbia	8		
2007	Poland	Slovenia	4		
2007	Poland	Ukrania	12		
2007	Portugal	Belarus	1		
2007	Portugal	Bulgaria	6		
2007	Portugal	Hungary	2		
2007	Portugal	Moldova	10		
2007	Portugal	Romania	7		
2007	Portugal	Russia	4		
2007	Portugal	Serbia	5		
2007	Portugal	Slovenia	3		
2007	Portugal	Spain	8		
2007	Portugal	Ukrania	12		
2007	Romania	Belarus	1		
2007	Romania	Bulgaria	5		
2007	Romania	Greek	10		
2007	Romania	Hungary	8		
2007	Romania	Latvia	2		
2007	Romania	Moldova	12		
2007	Romania	Russia	3		
2007	Romania	Serbia	6		
2007	Romania	Turkey	7		
2007	Romania	Ukrania	4		
2007	Russia	Armenia	10		
2007	Russia	Belarus	12		
2007	Russia	Bulgaria	4		
2007	Russia	Georgia	7		
2007	Russia	Moldova	6		
2007	Russia	Romania	1		
2007	Russia	Serbia	5		
2007	Russia	Slovenia	3		
2007	Russia	Turkey	2		
2007	Russia	Ukrania	8		
2007	Serbia	Belarus	2		
2007	Serbia	Bosnia & Herzegovina	8		
2007	Serbia	Bulgaria	6		
2007	Serbia	Greek	4		
2007	Serbia	Hungary	12		
2007	Serbia	Moldova	1		
2007	Serbia	North Macedonia	10		
2007	Serbia	Russia	7		
2007	Serbia	Slovenia	5		
2007	Serbia	Ukrania	3		
2007	Slovenia	Bosnia & Herzegovina	8		
2007	Slovenia	Bulgaria	7		
2007	Slovenia	Georgia	2		
2007	Slovenia	Hungary	5		
2007	Slovenia	Latvia	6		
2007	Slovenia	Moldova	1		
2007	Slovenia	North Macedonia	10		
2007	Slovenia	Russia	3		
2007	Slovenia	Serbia	12		
2007	Slovenia	Ukrania	4		
2007	Spain	Armenia	8		
2007	Spain	Bulgaria	10		
2007	Spain	Germany	5		
2007	Spain	Greek	2		
2007	Spain	Moldova	6		
2007	Spain	Romania	12		
2007	Spain	Russia	4		
2007	Spain	Serbia	1		
2007	Spain	Slovenia	3		
2007	Spain	Ukrania	7		
2007	Sweden	Bosnia & Herzegovina	6		
2007	Sweden	Finnland	12		
2007	Sweden	Germany	1		
2007	Sweden	Greek	4		
2007	Sweden	Hungary	8		
2007	Sweden	Moldova	2		
2007	Sweden	Russia	5		
2007	Sweden	Serbia	10		
2007	Sweden	Turkey	7		
2007	Sweden	Ukrania	3		
2007	Switzerland	Bosnia & Herzegovina	8		
2007	Switzerland	Finnland	1		
